Rack_Number,Date_E,Month_E,Year_E,Time_E,Device_E,State_E
Rack 6,11/28/2021,2021-11,2021,19:02:17,Effulent Coil,0
Rack 6,11/28/2021,2021-11,2021,19:03:52,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,19:06:45,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,19:12:44,Cooling,1
Rack 6,11/28/2021,2021-11,2021,19:16:44,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,19:19:33,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,19:25:12,Cooling,1
Rack 6,11/28/2021,2021-11,2021,19:29:33,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,19:32:14,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,19:37:55,Cooling,1
Rack 6,11/28/2021,2021-11,2021,19:42:14,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,19:44:54,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,19:51:00,Cooling,1
Rack 6,11/28/2021,2021-11,2021,19:54:54,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,19:57:33,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,20:03:19,Cooling,1
Rack 6,11/28/2021,2021-11,2021,20:06:13,Effulent Coil,1
Rack 6,11/28/2021,2021-11,2021,20:07:33,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,20:10:15,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,20:15:43,Cooling,1
Rack 6,11/28/2021,2021-11,2021,20:20:15,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,20:22:18,Effulent Coil,0
Rack 6,11/28/2021,2021-11,2021,20:22:59,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,20:28:39,Cooling,1
Rack 6,11/28/2021,2021-11,2021,20:32:59,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,20:35:40,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,20:41:44,Cooling,1
Rack 6,11/28/2021,2021-11,2021,20:45:40,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,20:48:19,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,20:54:40,Cooling,1
Rack 6,11/28/2021,2021-11,2021,20:58:19,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,21:00:55,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,21:06:58,Cooling,1
Rack 6,11/28/2021,2021-11,2021,21:10:55,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,21:13:31,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,21:19:53,Cooling,1
Rack 6,11/28/2021,2021-11,2021,21:23:31,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,21:26:08,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,21:26:13,Effulent Coil,1
Rack 6,11/28/2021,2021-11,2021,21:31:52,Cooling,1
